-4.840065843275328739e+00,5.734926830431860134e-01,1.605612829785833862e+00,-3.476466821933957174e+00,2.200534298278312928e+00,-6.404564064070098262e+00,1.156764599679851901e+00,1.105845301716157358e+00,2.115460394618971396e+00,1.416817921986897266e+00
-6.368916267026307754e-01,-5.874916951197667103e+00,-9.120477666463915056e-02,-3.985494468739454732e-02,-1.486636109291363583e+00,-9.520681447210354031e-01,-5.238324016161360897e-01,6.745718061393835008e-01,-2.981617539806382527e-02,8.715378667171758131e-01
-2.904574932508888985e+00,2.612939500744430710e+00,-2.290087039900933874e+00,-2.565504933062921822e+00,-9.579282545875557053e-01,2.214837604066584031e+00,1.102921608288183197e+00,-2.864482249167652483e+00,8.120687971804035898e-01,2.447714459326348457e+00
-2.765159179707122661e+00,2.011954809184464565e+00,-5.125108607646859049e+00,4.102527818860845166e+00,-2.862093251747590106e+00,-1.082731735384035776e+00,-1.965774228323197370e+00,2.126154192161494372e+00,2.015805166703515283e+00,1.544494292682458969e+00
8.331548517014459865e-01,-1.528403989087405268e+00,-1.197464666058757565e+00,1.207235366066434556e+00,-4.478432680049536430e+00,-2.226022815848125003e+00,-8.299701587959992244e-01,-1.588894310203914806e+00,-9.662149207087435965e-01,4.841616343361910602e+00
2.131545076879845180e+00,-2.449131407678955874e+00,-1.607640563794102695e+00,-2.368886070827799895e+00,9.023402142874483722e-01,-2.105846610374198402e+00,1.430645473339896334e+00,-1.025013254507650906e+00,-1.604613419553196918e+00,-9.399182830670126387e-01
-4.045887299583329266e+00,-2.930311878320456809e-01,1.374320602788144718e+00,4.396974185299932003e+00,-9.145246761518800449e-01,-1.986049814521813950e+00,-5.865805098458994893e-01,-1.289071635007567940e+00,-2.355206366970600262e-01,-2.162109179711570572e+00
-3.390958077888768685e+00,1.358326550378181174e+00,-2.983241971291551664e+00,8.686243089320072608e-01,2.843414433292645871e+00,2.020923485941385600e+00,-1.206330205231640917e+00,-5.506469320949534119e-01,-3.370158438770288534e+00,-3.106617560886299589e+00
-3.261232238095779778e-01,1.623488113289496049e+00,2.712028999904033011e+00,2.322863665835955604e+00,-2.224055703263303041e+00,-1.189464593802536330e+00,-9.134324589757057966e-01,-1.287178986693206934e-02,-3.597380049060396434e+00,-2.138880074173171719e-02
1.103803723067284359e+00,-7.929640396134732816e-01,7.580004894152344574e-01,-2.225770315253002618e+00,3.003128053240973649e+00,1.112132754846459459e+00,-6.006192413130936103e+00,-1.112312098692317619e+00,-1.306631834731903474e+00,-1.088330723184144810e+00
-8.611443421934898979e-01,1.007707757289833195e+00,-2.442258088401498828e-01,-4.255683008692294211e-01,-2.035064915334969360e+00,1.317699674659893683e+00,1.785994876456522107e+00,-2.097052673479791185e+00,-9.258057852069998539e-01,-1.955066757721403814e+00
2.679860455428672683e+00,1.039028565794186898e+00,-1.950189405083285754e+00,-1.787271853773622299e+00,-3.954594395788416428e+00,-2.418643726117112980e+00,-7.013705722276371013e-01,4.355490447561830791e+00,-5.302518495121672615e+00,-2.910373825114164426e+00
-4.753192783833076751e-02,-1.608896533753003677e-01,4.823681299771921949e-01,3.913146262369912587e-02,-3.493848590066413351e+00,2.621691081156070635e-01,2.437453118335687563e+00,-4.937554281909188880e+00,2.184326911581301101e+00,-5.211697766594945769e+00
-2.399873384120529085e+00,-1.796383948020263022e+00,3.368261466115105018e-01,-1.408390631344720034e-01,-1.833332335216349973e+00,2.698881077398965544e+00,-6.680637233126470731e-01,3.595558748857101250e+00,-1.819494191970889352e+00,-1.083067940954077546e+00
-3.425702732047835486e+00,1.303633498633044674e+00,3.667630082429399696e+00,-1.489408202086392796e+00,-1.504400247671919599e+00,3.974340472780969469e-01,-2.195630431862513277e+00,3.073400611303920726e+00,2.282677738401100997e-01,-3.474022041785501003e+00
9.785313552775295465e-01,-5.055086403710532666e-02,-4.777354721500603474e-01,1.430530250186751839e+00,-8.187630237774675690e-01,1.291564888265869682e+00,-3.343906437939072163e+00,-4.408803574885351573e-01,5.344106490044119084e+00,-8.918288990127570814e-01
